"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","gene_set","contrast","cluster"
"GO:0070372","regulation of ERK1 and ERK2 cascade","6/60","303/18860",0.0198019801980198,6.22442244224422,5.17918885552611,0.000395353270426961,0.0479943901732517,0.0385550502776814,"FGA/MARCO/ICAM1/VEGFB/GPNMB/APOE",6,"up_DEPs","C0_vs_None","C0"
"GO:0006959","humoral immune response","6/60","307/18860",0.0195439739413681,6.14332247557003,5.13288933283347,0.000423824554625273,0.0479943901732517,0.0385550502776814,"C1R/CD83/FGA/IL6/CXCL13/C1S",6,"up_DEPs","C0_vs_None","C0"
"GO:0007250","activation of NF-kappaB-inducing kinase activity","2/60","10/18860",0.2,62.8666666666667,11.054957332113,0.000440584977110634,0.0479943901732517,0.0385550502776814,"TNFRSF10A/TNFRSF10B",2,"up_DEPs","C0_vs_None","C0"
"GO:1902510","regulation of apoptotic DNA fragmentation","2/60","10/18860",0.2,62.8666666666667,11.054957332113,0.000440584977110634,0.0479943901732517,0.0385550502776814,"NMNAT1/IL6",2,"up_DEPs","C0_vs_None","C0"
"GO:1903624","regulation of DNA catabolic process","2/60","10/18860",0.2,62.8666666666667,11.054957332113,0.000440584977110634,0.0479943901732517,0.0385550502776814,"NMNAT1/IL6",2,"up_DEPs","C0_vs_None","C0"
"GO:0043410","positive regulation of MAPK cascade","12/83","474/18860",0.0253164556962025,5.75263077626964,6.96730611797104,1.06236930988039e-06,0.00193138740536254,0.00166624239128608,"GPR37/TLR4/PDGFRB/FGF9/IL34/ACTA2/AGER/CSPG4/RAP1A/PROK1/AKAP12/FGF16",12,"down_DEPs","C0_vs_None","C0"
"GO:2000377","regulation of reactive oxygen species metabolic process","7/83","150/18860",0.0466666666666667,10.604016064257,7.85139608176717,4.38135849674676e-06,0.00398265487354281,0.00343590745271194,"CD177/MMP3/TLR4/PDGFRB/ARG2/PON3/TFAP2A",7,"down_DEPs","C0_vs_None","C0"
"GO:0033627","cell adhesion mediated by integrin","5/51","76/18860",0.0657894736842105,24.3292053663571,10.6114386527459,1.88996885283203e-06,0.00230576200045508,0.00193970487527498,"CCL21/LIF/RET/ITGB2/ITGBL1",5,"up_DEPs","C1_vs_None","C1"
"GO:0048245","eosinophil chemotaxis","3/51","21/18860",0.142857142857143,52.8291316526611,12.3741741003762,2.39389157995463e-05,0.0045565249650432,0.00383314222684825,"CCL21/LGALS3/CCL7",3,"up_DEPs","C1_vs_None","C1"
"GO:0033630","positive regulation of cell adhesion mediated by integrin","3/51","22/18860",0.136363636363636,50.427807486631,12.0788852567823,2.76659083104761e-05,0.0045565249650432,0.00383314222684825,"CCL21/LIF/RET",3,"up_DEPs","C1_vs_None","C1"
"GO:0060326","cell chemotaxis","7/51","330/18860",0.0212121212121212,7.84432560903149,6.53147829040597,2.81664174800426e-05,0.0045565249650432,0.00383314222684825,"CCL21/LGALS3/CCL17/VEGFB/CXCL1/ITGB2/CCL7",7,"up_DEPs","C1_vs_None","C1"
"GO:0031640","killing of cells of another organism","5/51","135/18860",0.037037037037037,13.6964415395788,7.70902676416281,3.14598737526067e-05,0.0045565249650432,0.00383314222684825,"CCL21/LGALS3/CCL17/CXCL1/FCN1",5,"up_DEPs","C1_vs_None","C1"
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","5/51","135/18860",0.037037037037037,13.6964415395788,7.70902676416281,3.14598737526067e-05,0.0045565249650432,0.00383314222684825,"CCL21/LGALS3/CCL17/CXCL1/CCL7",5,"up_DEPs","C1_vs_None","C1"
"GO:0141061","disruption of cell in another organism","5/51","135/18860",0.037037037037037,13.6964415395788,7.70902676416281,3.14598737526067e-05,0.0045565249650432,0.00383314222684825,"CCL21/LGALS3/CCL17/CXCL1/FCN1",5,"up_DEPs","C1_vs_None","C1"
"GO:0141060","disruption of anatomical structure in another organism","5/51","139/18860",0.0359712230215827,13.302299337001,7.58037574889015,3.61893073978843e-05,0.0045565249650432,0.00383314222684825,"CCL21/LGALS3/CCL17/CXCL1/FCN1",5,"up_DEPs","C1_vs_None","C1"
"GO:0006935","chemotaxis","8/51","474/18860",0.0168776371308017,6.24141639778274,6.01804971453207,3.69839386527763e-05,0.0045565249650432,0.00383314222684825,"CCL21/LGALS3/CCL17/VEGFB/CXCL1/ITGB2/ENPP2/CCL7",8,"up_DEPs","C1_vs_None","C1"
"GO:0042330","taxis","8/51","476/18860",0.0168067226890756,6.2151919591366,6.00088541596541,3.8104123098039e-05,0.0045565249650432,0.00383314222684825,"CCL21/LGALS3/CCL17/VEGFB/CXCL1/ITGB2/ENPP2/CCL7",8,"up_DEPs","C1_vs_None","C1"
"GO:0072677","eosinophil migration","3/51","25/18860",0.12,44.3764705882353,11.3006381536472,4.10834218159633e-05,0.0045565249650432,0.00383314222684825,"CCL21/LGALS3/CCL7",3,"up_DEPs","C1_vs_None","C1"
"GO:0050730","regulation of peptidyl-tyrosine phosphorylation","4/51","79/18860",0.0506329113924051,18.7242491933482,8.22022304534944,6.13543312135572e-05,0.00623769034004498,0.00524740990642266,"LIF/VEGFB/ITGB2/ENPP2",4,"up_DEPs","C1_vs_None","C1"
"GO:0050900","leukocyte migration","7/51","397/18860",0.017632241813602,6.52047216871635,5.78871153711201,9.05020988262958e-05,0.00849327388985237,0.00714490253891809,"CCL21/LGALS3/RET/ITGAL/VEGFB/ITGB2/CCL7",7,"up_DEPs","C1_vs_None","C1"
"GO:0008037","cell recognition","5/51","172/18860",0.0290697674418605,10.750113999088,6.6888902370526,9.95778828806705e-05,0.00867750122245843,0.0072998823916281,"CCL21/NPTN/LGALS3/PALLD/FCN1",5,"up_DEPs","C1_vs_None","C1"
"GO:0019730","antimicrobial humoral response","5/51","184/18860",0.0271739130434783,10.0490196078431,6.42288392128474,0.000136680786587145,0.0111167039757545,0.00935184329280466,"CCL21/LGALS3/CCL17/CXCL1/CCL7",5,"up_DEPs","C1_vs_None","C1"
"GO:0006959","humoral immune response","6/51","307/18860",0.0195439739413681,7.22743820655298,5.7283969832679,0.000172313503453295,0.0131389046383137,0.0110530043333528,"CCL21/LGALS3/CCL17/CXCL1/CCL7/FCN1",6,"up_DEPs","C1_vs_None","C1"
"GO:0072676","lymphocyte migration","4/51","114/18860",0.0350877192982456,12.9755761953904,6.67814897094775,0.000254166740388707,0.0182402013690719,0.0153444316952935,"CCL21/RET/ITGAL/CCL7",4,"up_DEPs","C1_vs_None","C1"
"GO:0033628","regulation of cell adhesion mediated by integrin","3/51","49/18860",0.0612244897959184,22.641056422569,7.89827263389156,0.000314385620617895,0.0197334053250933,0.0166005782501864,"CCL21/LIF/RET",3,"up_DEPs","C1_vs_None","C1"
"GO:0071621","granulocyte chemotaxis","4/51","121/18860",0.0330578512396694,12.2249230270621,6.45006982687365,0.000319117553456049,0.0197334053250933,0.0166005782501864,"CCL21/LGALS3/ITGB2/CCL7",4,"up_DEPs","C1_vs_None","C1"
"GO:0018108","peptidyl-tyrosine phosphorylation","4/51","122/18860",0.0327868852459016,12.124718739955,6.41902257242289,0.000329280425416561,0.0197334053250933,0.0166005782501864,"LIF/VEGFB/ITGB2/ENPP2",4,"up_DEPs","C1_vs_None","C1"
"GO:0018212","peptidyl-tyrosine modification","4/51","123/18860",0.032520325203252,12.0261437908497,6.38833591204223,0.000339673370349967,0.0197334053250933,0.0166005782501864,"LIF/VEGFB/ITGB2/ENPP2",4,"up_DEPs","C1_vs_None","C1"
"GO:0071887","leukocyte apoptotic process","4/51","125/18860",0.032,11.8337254901961,6.32801572802486,0.000361161603492763,0.0200280525573259,0.0168484480098299,"CCL21/CD3G/LGALS3/CTSL",4,"up_DEPs","C1_vs_None","C1"
"GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","3/51","53/18860",0.0566037735849057,20.9322974472808,7.56653590201858,0.000396708022091555,0.0206735851048839,0.0173914973919429,"LIF/VEGFB/ENPP2",3,"up_DEPs","C1_vs_None","C1"
"GO:0071674","mononuclear cell migration","5/51","235/18860",0.0212765957446809,7.86816854401335,5.5168134632019,0.00042386716596901,0.0206735851048839,0.0173914973919429,"CCL21/LGALS3/RET/ITGAL/CCL7",5,"up_DEPs","C1_vs_None","C1"
"GO:0030595","leukocyte chemotaxis","5/51","237/18860",0.0210970464135021,7.80177049722843,5.48697385088471,0.000440584600595886,0.0206735851048839,0.0173914973919429,"CCL21/LGALS3/VEGFB/ITGB2/CCL7",5,"up_DEPs","C1_vs_None","C1"
"GO:0097529","myeloid leukocyte migration","5/51","237/18860",0.0210970464135021,7.80177049722843,5.48697385088471,0.000440584600595886,0.0206735851048839,0.0173914973919429,"CCL21/LGALS3/VEGFB/ITGB2/CCL7",5,"up_DEPs","C1_vs_None","C1"
"GO:0002291","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","2/51","14/18860",0.142857142857143,52.8291316526611,10.1015942963045,0.000638990756521401,0.0288729156650411,0.0242891223239129,"LGALS3/ITGAL",2,"up_DEPs","C1_vs_None","C1"
"GO:0097530","granulocyte migration","4/51","148/18860",0.027027027027027,9.99470058293588,5.72030294456606,0.000683248414032303,0.0297701094685504,0.0250438798376502,"CCL21/LGALS3/ITGB2/CCL7",4,"up_DEPs","C1_vs_None","C1"
"GO:0002687","positive regulation of leukocyte migration","4/51","152/18860",0.0263157894736842,9.73168214654283,5.62817504795682,0.000754972125115344,0.0317608962979559,0.02671861422822,"CCL21/LGALS3/VEGFB/CCL7",4,"up_DEPs","C1_vs_None","C1"
"GO:0070593","dendrite self-avoidance","2/51","16/18860",0.125,46.2254901960784,9.42363141908607,0.000839714913783231,0.0341484064938514,0.0287270891557421,"NPTN/PALLD",2,"up_DEPs","C1_vs_None","C1"
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","5/51","279/18860",0.017921146953405,6.62731042237684,4.93094317967631,0.000920745717001788,0.035143825036651,0.0295644774898488,"NPTN/RET/ITGAL/ITGB2/PALLD",5,"up_DEPs","C1_vs_None","C1"
"GO:0001771","immunological synapse formation","2/51","17/18860",0.117647058823529,43.5063437139562,9.12987331566808,0.000950032471125718,0.035143825036651,0.0295644774898488,"CCL21/LGALS3",2,"up_DEPs","C1_vs_None","C1"
"GO:0001906","cell killing","5/51","281/18860",0.0177935943060498,6.58014095317843,4.90736913333776,0.000950611660827445,0.035143825036651,0.0295644774898488,"CCL21/LGALS3/CCL17/CXCL1/FCN1",5,"up_DEPs","C1_vs_None","C1"
"GO:0045123","cellular extravasation","3/51","74/18860",0.0405405405405405,14.9920508744038,6.27973968872588,0.00105480494917215,0.037848883470295,0.0318400874750109,"CCL21/ITGAL/ITGB2",3,"up_DEPs","C1_vs_None","C1"
"GO:0140131","positive regulation of lymphocyte chemotaxis","2/51","19/18860",0.105263157894737,38.9267285861713,8.61255036304792,0.00119040268098725,0.0414940363086984,0.0349065447808291,"CCL21/CCL7",2,"up_DEPs","C1_vs_None","C1"
"GO:0030593","neutrophil chemotaxis","3/51","83/18860",0.036144578313253,13.3664068036853,5.87937331665389,0.00146974583405369,0.0498080532651529,0.0419006487778465,"CCL21/LGALS3/ITGB2",3,"up_DEPs","C1_vs_None","C1"
"GO:0048762","mesenchymal cell differentiation","5/31","278/18860",0.0179856115107914,10.9422139707589,6.77619390471781,8.33154369677622e-05,0.0209096018575555,0.0146734048123197,"TGFBR3/SOX9/FOLR1/EDN1/DSG2",5,"down_DEPs","C1_vs_None","C1"
"GO:0003253","cardiac neural crest cell migration involved in outflow tract morphogenesis","2/31","10/18860",0.2,121.677419354839,15.4880551550076,0.000116700431565498,0.0209096018575555,0.0146734048123197,"FOLR1/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0048865","stem cell fate commitment","2/31","10/18860",0.2,121.677419354839,15.4880551550076,0.000116700431565498,0.0209096018575555,0.0146734048123197,"SOX9/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0061626","pharyngeal arch artery morphogenesis","2/31","10/18860",0.2,121.677419354839,15.4880551550076,0.000116700431565498,0.0209096018575555,0.0146734048123197,"FOLR1/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0034113","heterotypic cell-cell adhesion","3/31","61/18860",0.0491803278688525,29.9206768905341,9.17978577696022,0.00013566427350122,0.0209096018575555,0.0146734048123197,"ITGB7/CD2/DSG2",3,"down_DEPs","C1_vs_None","C1"
"GO:0002775","antimicrobial peptide production","2/31","11/18860",0.181818181818182,110.615835777126,14.7554355786555,0.000142487735482121,0.0209096018575555,0.0146734048123197,"MMP7/SPINK5",2,"down_DEPs","C1_vs_None","C1"
"GO:0061309","cardiac neural crest cell development involved in outflow tract morphogenesis","2/31","12/18860",0.166666666666667,101.397849462366,14.1159121272776,0.000170810127422381,0.0209096018575555,0.0146734048123197,"FOLR1/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0030198","extracellular matrix organization","5/31","331/18860",0.0151057401812689,9.19013741350746,6.099661633533,0.000188632762037143,0.0209096018575555,0.0146734048123197,"MMP7/SPINK5/SERPINB5/TGFBR3/SOX9",5,"down_DEPs","C1_vs_None","C1"
"GO:0043062","extracellular structure organization","5/31","332/18860",0.0150602409638554,9.16245627671978,6.08838613419162,0.000191296214345974,0.0209096018575555,0.0146734048123197,"MMP7/SPINK5/SERPINB5/TGFBR3/SOX9",5,"down_DEPs","C1_vs_None","C1"
"GO:0045229","external encapsulating structure organization","5/31","333/18860",0.015015015015015,9.13494139300591,6.07715822681786,0.000193988364626956,0.0209096018575555,0.0146734048123197,"MMP7/SPINK5/SERPINB5/TGFBR3/SOX9",5,"down_DEPs","C1_vs_None","C1"
"GO:0060485","mesenchyme development","5/31","347/18860",0.0144092219020173,8.76638467974342,5.92477393666908,0.000234810301402472,0.0209096018575555,0.0146734048123197,"TGFBR3/SOX9/FOLR1/EDN1/DSG2",5,"down_DEPs","C1_vs_None","C1"
"GO:0014029","neural crest formation","2/31","15/18860",0.133333333333333,81.1182795698925,12.5952189917598,0.000270909276729264,0.0209096018575555,0.0146734048123197,"SOX9/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0048820","hair follicle maturation","2/31","15/18860",0.133333333333333,81.1182795698925,12.5952189917598,0.000270909276729264,0.0209096018575555,0.0146734048123197,"GAL/SPINK5",2,"down_DEPs","C1_vs_None","C1"
"GO:0061307","cardiac neural crest cell differentiation involved in heart development","2/31","15/18860",0.133333333333333,81.1182795698925,12.5952189917598,0.000270909276729264,0.0209096018575555,0.0146734048123197,"FOLR1/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0061308","cardiac neural crest cell development involved in heart development","2/31","15/18860",0.133333333333333,81.1182795698925,12.5952189917598,0.000270909276729264,0.0209096018575555,0.0146734048123197,"FOLR1/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0001837","epithelial to mesenchymal transition","4/31","195/18860",0.0205128205128205,12.479735318445,6.53825316801098,0.000280195669782989,0.0209096018575555,0.0146734048123197,"TGFBR3/SOX9/EDN1/DSG2",4,"down_DEPs","C1_vs_None","C1"
"GO:0032354","response to follicle-stimulating hormone","2/31","16/18860",0.125,76.0483870967742,12.1854439403275,0.000309293553834777,0.0216328407452811,0.0151809408738815,"TGFBR3/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0014032","neural crest cell development","3/31","82/18860",0.0365853658536585,22.258064516129,7.82767037343729,0.000326123227315795,0.0216328407452811,0.0151809408738815,"SOX9/FOLR1/EDN1",3,"down_DEPs","C1_vs_None","C1"
"GO:0003151","outflow tract morphogenesis","3/31","84/18860",0.0357142857142857,21.7281105990783,7.72546041291845,0.000350105404649452,0.0220013606921813,0.0154395513629343,"TGFBR3/FOLR1/EDN1",3,"down_DEPs","C1_vs_None","C1"
"GO:0048864","stem cell development","3/31","88/18860",0.0340909090909091,20.7404692082111,7.5313023647926,0.000401418683568975,0.0239646954090678,0.0168173301116265,"SOX9/FOLR1/EDN1",3,"down_DEPs","C1_vs_None","C1"
"GO:0014033","neural crest cell differentiation","3/31","95/18860",0.0315789473684211,19.2122241086587,7.22066262285372,0.000502405165729086,0.0285653222800252,0.0200458401965089,"SOX9/FOLR1/EDN1",3,"down_DEPs","C1_vs_None","C1"
"GO:0060973","cell migration involved in heart development","2/31","21/18860",0.0952380952380952,57.9416282642089,10.5934435222649,0.000538498798291942,0.0292257984163899,0.020509332222028,"FOLR1/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0001942","hair follicle development","3/31","99/18860",0.0303030303030303,18.435972629521,7.05768601879416,0.000566791139941494,0.0294238530908758,0.0206483179585093,"GAL/SPINK5/SOX9",3,"down_DEPs","C1_vs_None","C1"
"GO:0022404","molting cycle process","3/31","102/18860",0.0294117647058824,17.8937381404175,6.94159270017147,0.000618392965239645,0.0295344480198455,0.0207259284349793,"GAL/SPINK5/SOX9",3,"down_DEPs","C1_vs_None","C1"
"GO:0022405","hair cycle process","3/31","102/18860",0.0294117647058824,17.8937381404175,6.94159270017147,0.000618392965239645,0.0295344480198455,0.0207259284349793,"GAL/SPINK5/SOX9",3,"down_DEPs","C1_vs_None","C1"
"GO:0003096","renal sodium ion transport","2/31","24/18860",0.0833333333333333,50.6989247311828,9.88518546708806,0.00070557063278864,0.0324019744442168,0.0227382276801521,"PON3/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:1901201","regulation of extracellular matrix assembly","2/31","25/18860",0.08,48.6709677419355,9.67760094189638,0.000766139885179246,0.0325871207928536,0.0228681549423534,"TGFBR3/SOX9",2,"down_DEPs","C1_vs_None","C1"
"GO:0001667","ameboidal-type cell migration","4/31","256/18860",0.015625,9.50604838709677,5.55995421889967,0.000781942469458479,0.0325871207928536,0.0228681549423534,"ITGB7/SOX9/FOLR1/EDN1",4,"down_DEPs","C1_vs_None","C1"
"GO:0006869","lipid transport","5/31","461/18860",0.0108459869848156,6.59855853334266,4.93805730594797,0.000858097922051464,0.0325871207928536,0.0228681549423534,"APOF/RBP2/FABP2/GAL/EDN1",5,"down_DEPs","C1_vs_None","C1"
"GO:0030277","maintenance of gastrointestinal epithelium","2/31","27/18860",0.0740740740740741,45.0657108721625,9.29714188684597,0.000894550494997483,0.0325871207928536,0.0228681549423534,"MUC13/SOX9",2,"down_DEPs","C1_vs_None","C1"
"GO:2001259","positive regulation of cation channel activity","2/31","27/18860",0.0740740740740741,45.0657108721625,9.29714188684597,0.000894550494997483,0.0325871207928536,0.0228681549423534,"GAL/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0022600","digestive system process","3/31","116/18860",0.0258620689655172,15.734149054505,6.4587647334845,0.000898778718329707,0.0325871207928536,0.0228681549423534,"FABP2/MUC13/SOX9",3,"down_DEPs","C1_vs_None","C1"
"GO:0015711","organic anion transport","5/31","466/18860",0.0107296137339056,6.52775854907933,4.90264538921278,0.000900649067139171,0.0325871207928536,0.0228681549423534,"RBP2/FABP2/FOLR1/SLC39A14/EDN1",5,"down_DEPs","C1_vs_None","C1"
"GO:0034698","response to gonadotropin","2/31","28/18860",0.0714285714285714,43.4562211981567,9.1221808852799,0.000962376626980652,0.033013914896222,0.0231676595762962,"TGFBR3/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0015908","fatty acid transport","3/31","119/18860",0.0252100840336134,15.3374898346435,6.3661486148333,0.000967744574009858,0.033013914896222,0.0231676595762962,"RBP2/FABP2/EDN1",3,"down_DEPs","C1_vs_None","C1"
"GO:0010876","lipid localization","5/31","483/18860",0.010351966873706,6.29800307219662,4.7860255523844,0.00105721702879752,0.0342827639598974,0.0240580799718578,"APOF/RBP2/FABP2/GAL/EDN1",5,"down_DEPs","C1_vs_None","C1"
"GO:0003007","heart morphogenesis","4/31","278/18860",0.0143884892086331,8.7537711766071,5.28464355525143,0.0010623637073,0.0342827639598974,0.0240580799718578,"TGFBR3/SOX9/FOLR1/EDN1",4,"down_DEPs","C1_vs_None","C1"
"GO:0060512","prostate gland morphogenesis","2/31","30/18860",0.0666666666666667,40.5591397849462,8.79850441067032,0.0011052326095885,0.0343711053784167,0.0241200739497661,"SERPINB5/SOX9",2,"down_DEPs","C1_vs_None","C1"
"GO:0042303","molting cycle","3/31","127/18860",0.0236220472440945,14.3713487426975,6.13479364906092,0.00116781609693858,0.0343711053784167,0.0241200739497661,"GAL/SPINK5/SOX9",3,"down_DEPs","C1_vs_None","C1"
"GO:0042633","hair cycle","3/31","127/18860",0.0236220472440945,14.3713487426975,6.13479364906092,0.00116781609693858,0.0343711053784167,0.0241200739497661,"GAL/SPINK5/SOX9",3,"down_DEPs","C1_vs_None","C1"
"GO:0060037","pharyngeal system development","2/31","31/18860",0.0645161290322581,39.2507804370448,8.64836616887371,0.00118024733711481,0.0343711053784167,0.0241200739497661,"FOLR1/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0072089","stem cell proliferation","3/31","131/18860",0.0229007633587786,13.9325289337602,6.02682194798689,0.00127692997797971,0.0363012950882804,0.0254745930444073,"SOX9/RNF43/DSG2",3,"down_DEPs","C1_vs_None","C1"
"GO:0098773","skin epidermis development","3/31","137/18860",0.0218978102189781,13.3223451848364,5.87343930053247,0.00145233000339975,0.0403274889316116,0.0282999922327099,"GAL/SPINK5/SOX9",3,"down_DEPs","C1_vs_None","C1"
"GO:0110110","positive regulation of animal organ morphogenesis","2/31","35/18860",0.0571428571428571,34.7649769585254,8.11259016891451,0.00150404217779655,0.0408142354611156,0.0286415687446425,"SOX9/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0071560","cellular response to transforming growth factor beta stimulus","4/31","311/18860",0.0128617363344051,7.8249144279639,4.92429093510736,0.00160598676098096,0.0426121820580281,0.0299032856547566,"TGFBR3/SOX9/FOLR1/EDN1",4,"down_DEPs","C1_vs_None","C1"
"GO:0071559","response to transforming growth factor beta","4/31","318/18860",0.0125786163522013,7.65266788395212,4.85464708872462,0.00174227770998519,0.0440685859488362,0.0309253234728675,"TGFBR3/SOX9/FOLR1/EDN1",4,"down_DEPs","C1_vs_None","C1"
"GO:0032414","positive regulation of ion transmembrane transporter activity","2/31","38/18860",0.0526315789473684,32.0203735144312,7.76662767624087,0.00177160144517935,0.0440685859488362,0.0309253234728675,"GAL/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0055023","positive regulation of cardiac muscle tissue growth","2/31","38/18860",0.0526315789473684,32.0203735144312,7.76662767624087,0.00177160144517935,0.0440685859488362,0.0309253234728675,"TGFBR3/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0007586","digestion","3/31","148/18860",0.0202702702702703,12.332170880558,5.61578428853972,0.00181178251381312,0.0441483330916911,0.0309812863801341,"FABP2/MUC13/SOX9",3,"down_DEPs","C1_vs_None","C1"
"GO:0034694","response to prostaglandin","2/31","39/18860",0.0512820512820513,31.1993382961125,7.66010870485478,0.00186545541177616,0.0445470752332148,0.0312611054268174,"TGFBR3/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0010669","epithelial structure maintenance","2/31","41/18860",0.0487804878048781,29.6774193548387,7.45865078358328,0.00206012022747313,0.0481105972115302,0.0337618226045826,"MUC13/SOX9",2,"down_DEPs","C1_vs_None","C1"
"GO:0032411","positive regulation of transporter activity","2/31","42/18860",0.0476190476190476,28.9708141321045,7.36325040402472,0.00216091632373646,0.0481105972115302,0.0337618226045826,"GAL/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0060421","positive regulation of heart growth","2/31","42/18860",0.0476190476190476,28.9708141321045,7.36325040402472,0.00216091632373646,0.0481105972115302,0.0337618226045826,"TGFBR3/EDN1",2,"down_DEPs","C1_vs_None","C1"
"GO:0042886","amide transport","4/31","338/18860",0.0118343195266272,7.19984729910288,4.66682969601702,0.00217585615529534,0.0481105972115302,0.0337618226045826,"MMP7/GAL/FOLR1/EDN1",4,"down_DEPs","C1_vs_None","C1"
"GO:0050900","leukocyte migration","30/186","397/18860",0.0755667506297229,7.66230600471277,13.389545023698,3.26516316490976e-18,6.5983324076671e-15,4.47737491151288e-15,"CCL3/CCL4/CCL21/CCN3/CCL22/LGMN/CXCL16/XG/LYVE1/ADGRE2/MDK/CD99L2/TGFB1/TNFRSF14/PECAM1/CD74/LGALS9/SIRPA/ITGB7/TNFRSF11A/GDF15/LBP/JAM2/RET/P4HB/VEGFB/F11R/TREM2/FLT1/GAS6",30,"up_DEPs","C2_vs_None","C2"
"GO:0050867","positive regulation of cell activation","30/186","401/18860",0.0748129675810474,7.58587402461588,13.3038900118565,4.31828037150988e-18,6.5983324076671e-15,4.47737491151288e-15,"CCL3/CCL21/CD40/IL4R/LILRA2/LGALS1/TNFSF13/MDK/HAVCR1/CD83/CD209/TGFB1/TNFRSF14/IL18/LILRB2/VTCN1/CD74/LGALS9/SIRPA/MMP8/LBP/FLT3LG/TGFBR2/SIRPB1/IL2/LILRB1/PTPRC/TREM2/IL15/GAS6",30,"up_DEPs","C2_vs_None","C2"
